IoT,Fecha,Hora,Temperatura,Humedad,Presion_Atmosferica,Intensidad_Luz,Viento,UV
E7_MIX_10,10/19/2023,04:45:00,25.06,69.82,899.98,2007,0.0,NaN
E7_MIX_10,10/19/2023,04:50:00,25.04,69.87,900.08,1963,0.0,NaN
E7_MIX_10,10/19/2023,04:55:00,25.02,70.09,899.92,2030,0.0,NaN
E7_MIX_10,10/19/2023,05:00:00,25.09,69.94,900.11,2044,0.0,NaN
E7_MIX_10,10/19/2023,05:05:00,25.06,70.01,899.84,1963,0.0,NaN
E7_MIX_10,10/19/2023,05:10:00,25.03,69.97,900.15,1954,0.0,NaN
E7_MIX_10,10/19/2023,05:15:00,25.05,69.93,899.95,2006,0.0,NaN
E7_MIX_10,10/19/2023,05:20:00,25.07,70.13,900.18,2038,0.0,NaN
E7_MIX_10,10/19/2023,05:25:00,25.06,70.2,900.02,1981,0.0,NaN
E7_MIX_10,10/19/2023,05:30:00,25.04,70.17,900.06,2020,0.0,NaN
E7_MIX_10,10/19/2023,05:35:00,25.02,70.17,900.15,1968,0.0,NaN
E7_MIX_10,10/19/2023,05:40:00,25.04,70.16,899.91,1971,0.0,NaN
E7_MIX_10,10/19/2023,05:45:00,25.0,70.05,899.92,2009,0.0,NaN
E7_MIX_10,10/19/2023,05:50:00,25.05,70.02,900.15,2046,0.0,NaN
E7_MIX_10,10/19/2023,05:55:00,25.07,70.18,900.12,2032,0.0,NaN
E7_MIX_10,10/19/2023,06:00:00,25.04,69.96,899.93,1956,0.0,NaN
E7_MIX_10,10/19/2023,06:05:00,25.08,70.19,900.06,2010,0.0,NaN
E7_MIX_10,10/19/2023,06:10:00,25.01,69.88,900.11,2010,0.0,NaN
E7_MIX_10,10/19/2023,06:15:00,25.08,69.81,899.91,2047,0.0,NaN
E7_MIX_10,10/19/2023,06:20:00,25.05,69.8,899.81,2007,0.0,NaN
E7_MIX_10,10/19/2023,06:25:00,25.08,70.07,900.06,1986,0.0,NaN
E7_MIX_10,10/19/2023,06:30:00,25.02,69.96,899.91,1955,0.0,NaN
E7_MIX_10,10/19/2023,06:35:00,25.02,69.98,899.89,1968,0.0,NaN
E7_MIX_10,10/19/2023,06:40:00,25.06,70.15,900.14,1956,0.0,NaN
E7_MIX_10,10/19/2023,06:45:00,25.09,70.14,899.85,1985,0.0,NaN
E7_MIX_10,10/19/2023,06:50:00,25.06,70.14,899.93,1986,0.0,NaN
E7_MIX_10,10/19/2023,06:55:00,25.05,70.14,900.06,1989,0.0,NaN
E7_MIX_10,10/19/2023,07:00:00,24.99,70.01,899.86,2022,0.0,NaN
E7_MIX_10,10/19/2023,07:05:00,24.92,69.84,900.18,2045,0.0,NaN
E7_MIX_10,10/19/2023,07:10:00,24.98,70.17,899.82,2016,0.0,NaN
E7_MIX_10,10/19/2023,07:15:00,24.93,69.83,900.06,2027,0.0,NaN
E7_MIX_10,10/19/2023,07:20:00,24.97,69.94,899.82,1965,0.0,NaN
E7_MIX_10,10/19/2023,07:25:00,24.93,70.15,900.08,2016,0.0,NaN
E7_MIX_10,10/19/2023,07:30:00,24.93,69.95,899.87,1989,0.0,NaN
E7_MIX_10,10/19/2023,07:35:00,24.94,69.82,900.09,1997,0.0,NaN
E7_MIX_10,10/19/2023,07:40:00,24.91,69.91,899.92,2044,0.0,NaN
E7_MIX_10,10/19/2023,07:45:00,24.95,70.18,900.13,2023,0.0,NaN
E7_MIX_10,10/19/2023,07:50:00,24.92,70.01,900.1,2026,0.0,NaN
E7_MIX_10,10/19/2023,07:55:00,24.99,70.18,900.16,2008,0.0,NaN
E7_MIX_10,10/19/2023,08:00:00,24.95,69.8,900.17,2007,0.0,NaN
E7_MIX_10,10/19/2023,08:05:00,24.95,70.0,900.0,2042,0.0,NaN
E7_MIX_10,10/19/2023,08:10:00,24.96,70.07,900.2,1994,0.0,NaN
E7_MIX_10,10/19/2023,08:15:00,24.94,69.99,900.09,2030,0.0,NaN
E7_MIX_10,10/19/2023,08:20:00,24.99,69.82,900.17,1976,0.0,NaN
E7_MIX_10,10/19/2023,08:25:00,24.98,69.86,900.04,1961,0.0,NaN
E7_MIX_10,10/19/2023,08:30:00,25.0,70.18,899.82,1983,0.0,NaN
E7_MIX_10,10/19/2023,08:35:00,24.97,69.88,899.83,2022,0.0,NaN
E7_MIX_10,10/19/2023,08:40:00,25.0,70.1,900.0,2018,0.0,NaN
E7_MIX_10,10/19/2023,08:45:00,24.92,70.11,899.93,2004,0.0,NaN
E7_MIX_10,10/19/2023,08:50:00,25.0,69.91,900.12,1985,0.0,NaN
E7_MIX_10,10/19/2023,08:55:00,24.99,70.1,900.17,2015,0.0,NaN
E7_MIX_10,10/19/2023,09:00:00,24.91,69.94,899.81,2010,0.0,NaN
E7_MIX_10,10/19/2023,09:05:00,25.0,70.08,899.99,2007,0.0,NaN
E7_MIX_10,10/19/2023,09:10:00,24.95,70.19,900.19,2008,0.0,NaN
E7_MIX_10,10/19/2023,09:15:00,24.92,70.05,899.99,1951,0.0,NaN
E7_MIX_10,10/19/2023,09:20:00,25.0,69.85,900.1,2031,0.0,NaN
E7_MIX_10,10/19/2023,09:25:00,24.97,70.05,900.09,2015,0.0,NaN
E7_MIX_10,10/19/2023,09:30:00,24.99,70.08,899.86,2040,0.0,NaN
E7_MIX_10,10/19/2023,09:35:00,24.97,69.96,900.18,2020,0.0,NaN
E7_MIX_10,10/19/2023,09:40:00,24.92,70.14,899.96,2040,0.0,NaN
E7_MIX_10,10/19/2023,09:45:00,24.96,69.91,900.05,1994,0.0,NaN
E7_MIX_10,10/19/2023,09:50:00,24.93,70.04,900.2,2002,0.0,NaN
E7_MIX_10,10/19/2023,09:55:00,24.92,70.14,899.88,2046,0.0,NaN
E7_MIX_10,10/19/2023,10:00:00,24.99,69.86,899.87,1956,0.0,NaN
E7_MIX_10,10/19/2023,10:05:00,24.9,69.93,899.92,2012,0.0,NaN
E7_MIX_10,10/19/2023,10:10:00,23.9,70.0,900.08,1950,0.0,NaN
E7_MIX_10,10/19/2023,10:15:00,24.95,70.0,900.05,2017,0.0,NaN
E7_MIX_10,10/19/2023,10:20:00,24.91,69.98,899.88,2046,0.0,NaN
E7_MIX_10,10/19/2023,10:25:00,24.98,69.98,900.16,1972,0.0,NaN
E7_MIX_10,10/19/2023,10:30:00,25.0,69.88,900.02,2028,0.0,NaN
E7_MIX_10,10/19/2023,10:35:00,24.91,70.08,900.19,1966,0.0,NaN
E7_MIX_10,10/19/2023,10:40:00,24.96,69.97,900.07,2013,0.0,NaN
E7_MIX_10,10/19/2023,10:45:00,24.99,70.16,900.06,2026,0.0,NaN
E7_MIX_10,10/19/2023,10:50:00,24.93,70.09,900.12,1998,0.0,NaN
E7_MIX_10,10/19/2023,10:55:00,24.98,70.19,900.19,1971,0.0,NaN
E7_MIX_10,10/19/2023,11:00:00,24.95,70.16,900.0,2016,0.0,NaN
E7_MIX_10,10/19/2023,11:05:00,24.94,69.88,900.0,1981,0.0,NaN
E7_MIX_10,10/19/2023,11:10:00,24.08,70.01,899.82,2026,0.0,NaN
E7_MIX_10,10/19/2023,11:15:00,24.99,70.01,900.02,1957,0.0,NaN
E7_MIX_10,10/19/2023,11:20:00,24.96,70.03,900.19,1961,0.0,NaN
E7_MIX_10,10/19/2023,11:25:00,23.89,70.1,900.09,1982,0.0,NaN
E7_MIX_10,10/19/2023,11:30:00,24.94,69.9,899.97,1999,0.0,NaN
E7_MIX_10,10/19/2023,11:35:00,25.0,69.89,899.96,1964,0.0,NaN
E7_MIX_10,10/19/2023,11:40:00,25.0,69.94,899.83,1979,0.0,NaN
E7_MIX_10,10/19/2023,11:45:00,24.96,69.89,899.86,1987,0.0,NaN
E7_MIX_10,10/19/2023,11:50:00,24.99,70.1,899.98,1963,0.0,NaN
E7_MIX_10,10/19/2023,11:55:00,24.5,70.0,900.09,2034,0.0,NaN
E7_MIX_10,10/19/2023,12:00:00,24.93,70.01,900.13,1964,0.0,NaN
E7_MIX_10,10/19/2023,12:05:00,24.07,70.07,900.11,1958,0.0,NaN
E7_MIX_10,10/19/2023,12:10:00,25.1,70.13,900.16,2033,0.0,NaN
E7_MIX_10,10/19/2023,12:15:00,24.9,70.18,899.92,2024,0.0,NaN
E7_MIX_10,10/19/2023,12:20:00,24.98,70.18,900.01,2039,0.0,NaN
E7_MIX_10,10/19/2023,12:25:00,24.5,70.15,900.08,2017,0.0,NaN
E7_MIX_10,10/19/2023,12:30:00,25.08,70.03,900.04,1956,0.0,NaN
E7_MIX_10,10/19/2023,12:35:00,24.97,70.03,899.85,1992,0.0,NaN
E7_MIX_10,10/19/2023,12:40:00,24.21,69.94,900.06,1965,0.0,NaN
E7_MIX_10,10/19/2023,12:45:00,24.96,69.81,900.1,1999,0.0,NaN
E7_MIX_10,10/19/2023,12:50:00,23.66,70.08,899.97,2020,0.0,NaN
E7_MIX_10,10/19/2023,12:55:00,24.93,69.8,899.96,1964,0.0,NaN
E7_MIX_10,10/19/2023,13:00:00,24.9,70.06,899.94,1977,0.0,NaN
E7_MIX_10,10/19/2023,13:05:00,25.08,70.0,900.03,2041,0.0,NaN
E7_MIX_10,10/19/2023,13:10:00,25.0,69.82,899.89,1996,0.0,NaN
E7_MIX_10,10/19/2023,13:15:00,25.02,69.93,899.83,1995,0.0,NaN
E7_MIX_10,10/19/2023,13:20:00,24.94,69.82,899.99,1966,0.0,NaN
E7_MIX_10,10/19/2023,13:25:00,25.07,69.9,899.86,1951,0.0,NaN
E7_MIX_10,10/19/2023,13:30:00,24.97,70.01,899.83,1981,0.0,NaN
E7_MIX_10,10/19/2023,13:35:00,25.08,69.84,899.84,2009,0.0,NaN
E7_MIX_10,10/19/2023,13:40:00,25.08,70.05,900.1,1966,0.0,NaN
E7_MIX_10,10/19/2023,13:45:00,23.98,70.06,900.18,2034,0.0,NaN
E7_MIX_10,10/19/2023,13:50:00,24.99,70.09,900.08,2008,0.0,NaN
E7_MIX_10,10/19/2023,13:55:00,25.09,69.99,900.07,2014,0.0,NaN
E7_MIX_10,10/19/2023,14:00:00,23.73,70.17,899.96,1956,0.0,NaN
E7_MIX_10,10/19/2023,14:05:00,25.08,70.15,899.8,1963,0.0,NaN
E7_MIX_10,10/19/2023,14:10:00,25.07,70.06,899.98,1969,0.0,NaN
E7_MIX_10,10/19/2023,14:15:00,25.0,70.08,899.85,1990,0.0,NaN
E7_MIX_10,10/19/2023,14:20:00,25.08,70.2,899.97,1967,0.0,NaN
E7_MIX_10,10/19/2023,14:25:00,24.92,69.95,899.82,1966,0.0,NaN
E7_MIX_10,10/19/2023,14:30:00,24.98,70.09,899.87,2036,0.0,NaN
E7_MIX_10,10/19/2023,14:35:00,25.05,69.81,900.13,2029,0.0,NaN
E7_MIX_10,10/19/2023,14:40:00,24.93,69.97,900.15,2035,0.0,NaN
E7_MIX_10,10/19/2023,14:45:00,23.85,69.86,900.18,2024,0.0,NaN
E7_MIX_10,10/19/2023,14:50:00,24.98,69.92,899.89,1958,0.0,NaN
E7_MIX_10,10/19/2023,14:55:00,24.96,69.86,899.94,1981,0.0,NaN
E7_MIX_10,10/19/2023,15:00:00,24.98,69.91,900.01,2008,0.0,NaN
E7_MIX_10,10/19/2023,15:05:00,25.05,69.89,899.91,1976,0.0,NaN
E7_MIX_10,10/19/2023,15:10:00,25.07,69.87,900.07,2049,0.0,NaN
E7_MIX_10,10/19/2023,15:15:00,25.07,69.81,899.9,2047,0.0,NaN
E7_MIX_10,10/19/2023,15:20:00,25.05,69.92,900.1,2005,0.0,NaN
E7_MIX_10,10/19/2023,15:25:00,25.02,70.11,899.91,1975,0.0,NaN
E7_MIX_10,10/19/2023,15:30:00,24.98,70.0,900.1,2003,0.0,NaN
E7_MIX_10,10/19/2023,15:35:00,24.95,69.9,900.04,2025,0.0,NaN
E7_MIX_10,10/19/2023,15:40:00,23.98,70.16,900.14,1997,0.0,NaN
E7_MIX_10,10/19/2023,15:45:00,24.99,69.88,899.97,1983,0.0,NaN
E7_MIX_10,10/19/2023,15:50:00,25.05,69.99,899.93,1950,0.0,NaN
E7_MIX_10,10/19/2023,15:55:00,23.75,70.15,899.86,2014,0.0,NaN
E7_MIX_10,10/19/2023,16:00:00,25.08,70.1,900.01,1964,0.0,NaN
E7_MIX_10,10/19/2023,16:05:00,23.77,69.99,900.0,2022,0.0,NaN
E7_MIX_10,10/19/2023,16:10:00,25.02,69.81,900.12,1991,0.0,NaN
E7_MIX_10,10/19/2023,16:15:00,24.96,69.97,899.96,2019,0.0,NaN
E7_MIX_10,10/19/2023,16:20:00,24.91,70.15,900.15,1982,0.0,NaN
E7_MIX_10,10/19/2023,16:25:00,24.91,70.17,900.15,2043,0.0,NaN
E7_MIX_10,10/19/2023,16:30:00,24.96,69.97,900.19,2013,0.0,NaN
E7_MIX_10,10/19/2023,16:35:00,24.99,69.97,899.83,2030,0.0,NaN
E7_MIX_10,10/19/2023,16:40:00,25.05,69.95,900.11,2016,0.0,NaN
E7_MIX_10,10/19/2023,16:45:00,24.92,70.02,900.07,1963,0.0,NaN
E7_MIX_10,10/19/2023,16:50:00,25.01,69.84,899.99,2014,0.0,NaN
E7_MIX_10,10/19/2023,16:55:00,24.97,69.84,900.14,1988,0.0,NaN
E7_MIX_10,10/19/2023,17:00:00,25.05,70.03,900.1,1952,0.0,NaN
E7_MIX_10,10/19/2023,17:05:00,25.1,69.88,900.16,1975,0.0,NaN
E7_MIX_10,10/19/2023,17:10:00,25.07,69.87,899.91,1965,0.0,NaN
E7_MIX_10,10/19/2023,17:15:00,25.04,69.82,899.86,1988,0.0,NaN
E7_MIX_10,10/19/2023,17:20:00,23.87,70.16,899.86,1955,0.0,NaN
E7_MIX_10,10/19/2023,17:25:00,24.97,69.81,900.1,2048,0.0,NaN
E7_MIX_10,10/19/2023,17:30:00,24.01,69.95,899.94,1973,0.0,NaN
E7_MIX_10,10/19/2023,17:35:00,25.09,70.01,900.0,1992,0.0,NaN
E7_MIX_10,10/19/2023,17:40:00,25.06,70.18,899.89,2019,0.0,NaN
E7_MIX_10,10/19/2023,17:45:00,24.91,69.93,900.2,2027,0.0,NaN
E7_MIX_10,10/19/2023,17:50:00,25.0,69.94,899.88,2046,0.0,NaN
E7_MIX_10,10/19/2023,17:55:00,25.0,70.17,899.84,1967,0.0,NaN
E7_MIX_10,10/19/2023,18:00:00,25.06,69.84,899.96,2001,0.0,NaN
E7_MIX_10,10/19/2023,18:05:00,25.02,69.88,900.06,2014,0.0,NaN
E7_MIX_10,10/19/2023,18:10:00,23.75,69.92,900.18,1961,0.0,NaN
E7_MIX_10,10/19/2023,18:15:00,23.64,70.02,899.83,1981,0.0,NaN
E7_MIX_10,10/19/2023,18:20:00,25.04,69.85,900.18,2041,0.0,NaN
E7_MIX_10,10/19/2023,18:25:00,24.98,70.0,900.04,1966,0.0,NaN
E7_MIX_10,10/19/2023,18:30:00,25.04,70.05,900.02,2034,0.0,NaN
E7_MIX_10,10/19/2023,18:35:00,25.06,70.19,899.94,2013,0.0,NaN
E7_MIX_10,10/19/2023,18:40:00,24.92,70.05,899.82,2034,0.0,NaN
E7_MIX_10,10/19/2023,18:45:00,25.04,69.87,899.92,1972,0.0,NaN
E7_MIX_10,10/19/2023,18:50:00,25.02,69.86,900.0,1956,0.0,NaN
E7_MIX_10,10/19/2023,18:55:00,24.98,70.17,900.06,2022,0.0,NaN
E7_MIX_10,10/19/2023,19:00:00,25.07,69.82,900.12,1954,0.0,NaN
E7_MIX_10,10/19/2023,19:05:00,25.01,70.17,899.9,2024,0.0,NaN
E7_MIX_10,10/19/2023,19:10:00,25.04,70.14,900.11,2015,0.0,NaN
E7_MIX_10,10/19/2023,19:15:00,24.98,69.86,900.14,1951,0.0,NaN
E7_MIX_10,10/19/2023,19:20:00,24.99,69.98,900.02,2028,0.0,NaN
E7_MIX_10,10/19/2023,19:25:00,25.02,70.05,900.18,2050,0.0,NaN
E7_MIX_10,10/19/2023,19:30:00,25.04,70.08,900.05,2026,0.0,NaN
E7_MIX_10,10/19/2023,19:35:00,25.01,69.81,900.03,1978,0.0,NaN
E7_MIX_10,10/19/2023,19:40:00,24.91,70.0,900.03,1998,0.0,NaN
E7_MIX_10,10/19/2023,19:45:00,25.0,70.0,900.18,2041,0.0,NaN
E7_MIX_10,10/19/2023,19:50:00,24.91,70.17,899.81,2026,0.0,NaN
E7_MIX_10,10/19/2023,19:55:00,24.99,69.9,899.87,1979,0.0,NaN
E7_MIX_10,10/19/2023,20:00:00,25.01,69.84,899.95,1969,0.0,NaN
E7_MIX_10,10/19/2023,20:05:00,24.92,70.08,900.04,2003,0.0,NaN
E7_MIX_10,10/19/2023,20:10:00,24.95,70.17,899.8,1960,0.0,NaN
E7_MIX_10,10/19/2023,20:15:00,24.94,69.97,900.05,1964,0.0,NaN
E7_MIX_10,10/19/2023,20:20:00,25.07,69.99,899.84,2022,0.0,NaN
E7_MIX_10,10/19/2023,20:25:00,24.95,69.89,900.11,2023,0.0,NaN
E7_MIX_10,10/19/2023,20:30:00,24.99,70.0,900.13,1955,0.0,NaN
E7_MIX_10,10/19/2023,20:35:00,24.93,69.85,899.99,1978,0.0,NaN
E7_MIX_10,10/19/2023,20:40:00,24.98,70.16,900.06,2038,0.0,NaN
E7_MIX_10,10/19/2023,20:45:00,25.04,70.19,899.81,1962,0.0,NaN
E7_MIX_10,10/19/2023,20:50:00,25.08,70.05,900.02,1994,0.0,NaN
E7_MIX_10,10/19/2023,20:55:00,25.05,69.81,899.85,2021,0.0,NaN
E7_MIX_10,10/19/2023,21:00:00,25.04,69.92,900.03,1963,0.0,NaN
E7_MIX_10,10/19/2023,21:05:00,25.01,70.19,900.19,2012,0.0,NaN
E7_MIX_10,10/19/2023,21:10:00,24.96,70.14,900.16,1962,0.0,NaN
E7_MIX_10,10/19/2023,21:15:00,24.96,69.9,900.16,2033,0.0,NaN
E7_MIX_10,10/19/2023,21:20:00,24.98,69.96,900.16,2002,0.0,NaN
E7_MIX_10,10/19/2023,21:25:00,24.95,69.82,900.01,1986,0.0,NaN
E7_MIX_10,10/19/2023,21:30:00,25.02,70.0,900.13,2022,0.0,NaN
E7_MIX_10,10/19/2023,21:35:00,25.02,69.82,899.96,2043,0.0,NaN
E7_MIX_10,10/19/2023,21:40:00,24.99,69.87,900.17,2032,0.0,NaN
E7_MIX_10,10/19/2023,21:45:00,24.98,70.16,899.98,2040,0.0,NaN
E7_MIX_10,10/19/2023,21:50:00,25.09,69.85,900.08,1956,0.0,NaN
E7_MIX_10,10/19/2023,21:55:00,25.06,69.89,900.03,2028,0.0,NaN
E7_MIX_10,10/19/2023,22:00:00,24.95,70.16,899.88,2042,0.0,NaN
E7_MIX_10,10/19/2023,22:05:00,25.04,70.12,899.99,1985,0.0,NaN
E7_MIX_10,10/19/2023,22:10:00,24.96,69.87,900.14,1992,0.0,NaN
E7_MIX_10,10/19/2023,22:15:00,25.09,70.16,900.05,1963,0.0,NaN
E7_MIX_10,10/19/2023,22:20:00,24.94,69.86,900.09,2015,0.0,NaN
E7_MIX_10,10/19/2023,22:25:00,24.93,69.96,899.86,1957,0.0,NaN
E7_MIX_10,10/19/2023,22:30:00,25.01,70.11,900.18,2001,0.0,NaN
E7_MIX_10,10/19/2023,22:35:00,24.94,69.82,900.09,1990,0.0,NaN
E7_MIX_10,10/19/2023,22:40:00,24.95,69.96,899.94,1990,0.0,NaN
E7_MIX_10,10/19/2023,22:45:00,24.94,69.92,899.96,1972,0.0,NaN
E7_MIX_10,10/19/2023,22:50:00,24.93,69.83,899.8,1970,0.0,NaN
E7_MIX_10,10/19/2023,22:55:00,24.92,69.87,899.88,1977,0.0,NaN
E7_MIX_10,10/19/2023,23:00:00,24.94,70.2,899.87,2013,0.0,NaN
E7_MIX_10,10/19/2023,23:05:00,24.95,70.16,899.96,1988,0.0,NaN
E7_MIX_10,10/19/2023,23:10:00,25.03,70.16,899.87,2035,0.0,NaN
E7_MIX_10,10/19/2023,23:15:00,24.92,69.82,900.18,1973,0.0,NaN
E7_MIX_10,10/19/2023,23:20:00,25.05,69.99,899.93,1977,0.0,NaN
E7_MIX_10,10/19/2023,23:25:00,25.06,70.0,899.82,1955,0.0,NaN
E7_MIX_10,10/19/2023,23:30:00,24.92,69.86,900.18,2050,0.0,NaN
E7_MIX_10,10/19/2023,23:35:00,24.94,70.1,899.88,1971,0.0,NaN
E7_MIX_10,10/19/2023,23:40:00,24.97,69.82,899.95,1990,0.0,NaN
E7_MIX_10,10/19/2023,23:45:00,24.94,69.9,899.8,2037,0.0,NaN
E7_MIX_10,10/19/2023,23:50:00,24.95,70.18,900.14,2005,0.0,NaN
E7_MIX_10,10/19/2023,23:55:00,25.04,70.07,900.08,2027,0.0,NaN
E7_MIX_10,10/20/2023,00:00:00,25.08,70.19,899.82,2003,0.0,NaN
E7_MIX_10,10/20/2023,00:05:00,25.04,69.84,900.08,1965,0.0,NaN
E7_MIX_10,10/20/2023,00:10:00,25.05,70.03,900.02,1980,0.0,NaN
E7_MIX_10,10/20/2023,00:15:00,25.0,69.94,899.91,2044,0.0,NaN
E7_MIX_10,10/20/2023,00:20:00,25.01,69.94,900.11,2003,0.0,NaN
E7_MIX_10,10/20/2023,00:25:00,25.05,69.84,899.94,2036,0.0,NaN
E7_MIX_10,10/20/2023,00:30:00,25.01,69.9,900.1,1991,0.0,NaN
E7_MIX_10,10/20/2023,00:35:00,25.02,70.12,900.03,2004,0.0,NaN
E7_MIX_10,10/20/2023,00:40:00,25.03,69.83,900.16,2026,0.0,NaN
E7_MIX_10,10/20/2023,00:45:00,25.07,69.98,900.14,2009,0.0,NaN
E7_MIX_10,10/20/2023,00:50:00,25.01,70.14,900.02,2036,0.0,NaN
E7_MIX_10,10/20/2023,00:55:00,25.08,69.99,900.02,2017,0.0,NaN
E7_MIX_10,10/20/2023,01:00:00,25.07,70.08,900.06,1974,0.0,NaN
E7_MIX_10,10/20/2023,01:05:00,25.01,69.95,899.95,1962,0.0,NaN
E7_MIX_10,10/20/2023,01:10:00,25.05,69.83,899.86,2010,0.0,NaN
E7_MIX_10,10/20/2023,01:15:00,25.03,69.88,899.83,2024,0.0,NaN
E7_MIX_10,10/20/2023,01:20:00,25.04,70.0,899.82,1991,0.0,NaN
E7_MIX_10,10/20/2023,01:25:00,25.09,69.94,899.98,2050,0.0,NaN
E7_MIX_10,10/20/2023,01:30:00,25.08,70.11,899.98,2050,0.0,NaN
E7_MIX_10,10/20/2023,01:35:00,25.08,69.86,899.83,1962,0.0,NaN
E7_MIX_10,10/20/2023,01:40:00,25.09,69.85,900.19,1977,0.0,NaN
E7_MIX_10,10/20/2023,01:45:00,25.04,69.87,899.9,1955,0.0,NaN
E7_MIX_10,10/20/2023,01:50:00,25.06,70.04,899.84,2027,0.0,NaN
E7_MIX_10,10/20/2023,01:55:00,25.09,69.82,899.88,2025,0.0,NaN
E7_MIX_10,10/20/2023,02:00:00,25.02,69.9,899.89,1973,0.0,NaN
E7_MIX_10,10/20/2023,02:05:00,25.09,70.09,900.02,1951,0.0,NaN
E7_MIX_10,10/20/2023,02:10:00,25.08,70.04,899.85,1959,0.0,NaN
E7_MIX_10,10/20/2023,02:15:00,25.07,69.85,899.88,1960,0.0,NaN
E7_MIX_10,10/20/2023,02:20:00,25.03,69.87,899.9,2035,0.0,NaN
E7_MIX_10,10/20/2023,02:25:00,25.02,69.95,899.84,2040,0.0,NaN
E7_MIX_10,10/20/2023,02:30:00,25.06,70.06,900.09,1990,0.0,NaN
E7_MIX_10,10/20/2023,02:35:00,25.05,70.0,900.15,2032,0.0,NaN
E7_MIX_10,10/20/2023,02:40:00,25.06,70.02,900.06,2007,0.0,NaN
E7_MIX_10,10/20/2023,02:45:00,25.01,69.82,899.98,1996,0.0,NaN
E7_MIX_10,10/20/2023,02:50:00,25.04,70.11,899.85,2012,0.0,NaN
E7_MIX_10,10/20/2023,02:55:00,25.02,70.13,900.05,2012,0.0,NaN
E7_MIX_10,10/20/2023,03:00:00,25.07,70.18,899.9,2025,0.0,NaN
E7_MIX_10,10/20/2023,03:05:00,25.08,70.04,900.08,2024,0.0,NaN
E7_MIX_10,10/20/2023,03:10:00,25.09,69.83,899.82,1986,0.0,NaN
E7_MIX_10,10/20/2023,03:15:00,25.09,69.94,900.03,2024,0.0,NaN
E7_MIX_10,10/20/2023,03:20:00,25.0,70.18,899.97,2004,0.0,NaN
E7_MIX_10,10/20/2023,03:25:00,25.07,70.04,899.99,1966,0.0,NaN
E7_MIX_10,10/20/2023,03:30:00,25.08,69.81,900.12,1969,0.0,NaN
E7_MIX_10,10/20/2023,03:35:00,25.03,70.1,900.05,2016,0.0,NaN
E7_MIX_10,10/20/2023,03:40:00,25.08,69.92,900.08,1979,0.0,NaN
E7_MIX_10,10/20/2023,03:45:00,25.04,70.07,900.15,2017,0.0,NaN
E7_MIX_10,10/20/2023,03:50:00,25.04,70.08,899.95,2048,0.0,NaN
E7_MIX_10,10/20/2023,03:55:00,25.09,69.85,900.04,1964,0.0,NaN
E7_MIX_10,10/20/2023,04:00:00,25.06,70.08,900.12,1979,0.0,NaN
E7_MIX_10,10/20/2023,04:05:00,25.04,69.85,900.11,2036,0.0,NaN
E7_MIX_10,10/20/2023,04:10:00,25.09,70.05,900.01,2005,0.0,NaN
E7_MIX_10,10/20/2023,04:15:00,25.02,70.05,900.1,2001,0.0,NaN
E7_MIX_10,10/20/2023,04:20:00,25.04,70.16,899.94,1973,0.0,NaN
E7_MIX_10,10/20/2023,04:25:00,25.08,69.83,899.88,2003,0.0,NaN
E7_MIX_10,10/20/2023,04:30:00,25.05,70.07,899.93,2007,0.0,NaN
E7_MIX_10,10/20/2023,04:35:00,25.03,69.93,900.05,1953,0.0,NaN
E7_MIX_10,10/20/2023,04:40:00,25.04,70.08,900.15,1983,0.0,NaN
E7_MIX_10,10/20/2023,04:45:00,25.02,70.14,900.16,2006,0.0,NaN
E7_MIX_10,10/20/2023,04:50:00,25.05,69.94,899.93,2019,0.0,NaN
E7_MIX_10,10/20/2023,04:55:00,25.04,70.08,900.17,1991,0.0,NaN
E7_MIX_10,10/20/2023,05:00:00,25.07,70.07,899.86,2034,0.0,NaN
E7_MIX_10,10/20/2023,05:05:00,25.04,70.05,900.11,2031,0.0,NaN
E7_MIX_10,10/20/2023,05:10:00,25.01,70.16,900.17,2008,0.0,NaN
E7_MIX_10,10/20/2023,05:15:00,25.02,70.11,899.9,2024,0.0,NaN
E7_MIX_10,10/20/2023,05:20:00,25.05,69.97,900.19,1951,0.0,NaN
E7_MIX_10,10/20/2023,05:25:00,25.02,69.87,900.08,2016,0.0,NaN
E7_MIX_10,10/20/2023,05:30:00,25.09,70.14,900.16,2043,0.0,NaN
E7_MIX_10,10/20/2023,05:35:00,25.07,70.12,899.83,1959,0.0,NaN
E7_MIX_10,10/20/2023,05:40:00,25.04,69.87,900.12,1970,0.0,NaN
E7_MIX_10,10/20/2023,05:45:00,25.1,69.88,899.9,1985,0.0,NaN
E7_MIX_10,10/20/2023,05:50:00,25.05,70.11,899.92,2007,0.0,NaN
E7_MIX_10,10/20/2023,05:55:00,25.0,70.03,899.83,2015,0.0,NaN
E7_MIX_10,10/20/2023,06:00:00,25.01,69.85,899.9,1998,0.0,NaN
E7_MIX_10,10/20/2023,06:05:00,25.01,69.94,900.18,1968,0.0,NaN
E7_MIX_10,10/20/2023,06:10:00,25.02,69.97,900.12,1989,0.0,NaN
E7_MIX_10,10/20/2023,06:15:00,25.08,70.05,900.08,2000,0.0,NaN
E7_MIX_10,10/20/2023,06:20:00,25.08,69.8,900.0,2042,0.0,NaN
E7_MIX_10,10/20/2023,06:25:00,25.02,70.17,899.94,1966,0.0,NaN
